mass No Yp H2/H He3/H Li7/H Li6/H Be7/H 
22.91 1 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
22.91 2 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.168e-10 
22.91 3 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.168e-10 
22.91 4 2.480e-01 2.444e-05 1.032e-05 5.453e-10 1.081e-14 5.165e-10 
23.01 1 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
23.01 2 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.01 3 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.01 4 2.480e-01 2.444e-05 1.032e-05 5.453e-10 1.081e-14 5.166e-10 
23.11 1 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
23.11 2 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.11 3 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.11 4 2.480e-01 2.444e-05 1.032e-05 5.453e-10 1.081e-14 5.166e-10 
23.21 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
23.21 2 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.21 3 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.21 4 2.480e-01 2.444e-05 1.032e-05 5.453e-10 1.081e-14 5.166e-10 
23.31 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
23.31 2 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.31 3 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.31 4 2.480e-01 2.444e-05 1.032e-05 5.454e-10 1.081e-14 5.166e-10 
23.41 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
23.41 2 2.479e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.41 3 2.479e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.41 4 2.480e-01 2.444e-05 1.032e-05 5.454e-10 1.081e-14 5.166e-10 
23.51 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
23.51 2 2.479e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.51 3 2.479e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
23.51 4 2.480e-01 2.444e-05 1.032e-05 5.454e-10 1.080e-14 5.166e-10 
23.61 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
23.61 2 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
23.61 3 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
23.61 4 2.480e-01 2.444e-05 1.032e-05 5.454e-10 1.080e-14 5.167e-10 
23.71 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
23.71 2 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
23.71 3 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
23.71 4 2.480e-01 2.444e-05 1.032e-05 5.454e-10 1.080e-14 5.167e-10 
23.81 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
23.81 2 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
23.81 3 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
23.81 4 2.480e-01 2.444e-05 1.032e-05 5.454e-10 1.080e-14 5.167e-10 
23.91 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
23.91 2 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
23.91 3 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
23.91 4 2.480e-01 2.444e-05 1.032e-05 5.455e-10 1.080e-14 5.167e-10 
24.01 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
24.01 2 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
24.01 3 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
24.01 4 2.480e-01 2.444e-05 1.032e-05 5.455e-10 1.080e-14 5.167e-10 
24.11 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
24.11 2 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.11 3 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.11 4 2.480e-01 2.443e-05 1.032e-05 5.455e-10 1.080e-14 5.167e-10 
24.21 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
24.21 2 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.21 3 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.21 4 2.480e-01 2.443e-05 1.032e-05 5.455e-10 1.080e-14 5.168e-10 
24.31 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
24.31 2 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.31 3 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.31 4 2.480e-01 2.443e-05 1.032e-05 5.455e-10 1.080e-14 5.168e-10 
24.41 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
24.41 2 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.41 3 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.41 4 2.480e-01 2.443e-05 1.032e-05 5.455e-10 1.080e-14 5.168e-10 
24.51 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
24.51 2 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.51 3 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.51 4 2.480e-01 2.443e-05 1.032e-05 5.455e-10 1.080e-14 5.168e-10 
24.61 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
24.61 2 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.61 3 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.61 4 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.168e-10 
24.71 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
24.71 2 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.71 3 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.71 4 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.168e-10 
24.81 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
24.81 2 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.81 3 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.81 4 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.168e-10 
24.91 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
24.91 2 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.91 3 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
24.91 4 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.168e-10 
25.01 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.01 2 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
25.01 3 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
25.01 4 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
25.11 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.11 2 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
25.11 3 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
25.11 4 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
25.21 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.21 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.21 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.21 4 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
25.31 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.31 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.31 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.31 4 2.480e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
25.41 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.41 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.41 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.41 4 2.479e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
25.51 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.51 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.51 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.51 4 2.479e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
25.61 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.61 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.61 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.61 4 2.479e-01 2.443e-05 1.032e-05 5.456e-10 1.080e-14 5.169e-10 
25.71 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.71 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.71 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.71 4 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
25.81 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.81 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.81 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
25.81 4 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
25.91 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.91 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.91 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
25.91 4 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
26.01 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.01 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.01 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.01 4 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.169e-10 
26.11 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.11 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.11 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.11 4 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
26.21 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
26.21 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.21 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.21 4 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
26.31 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
26.31 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.31 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.31 4 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
26.41 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
26.41 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.41 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.41 4 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
26.51 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
26.51 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.51 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.51 4 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
26.61 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
26.61 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.61 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.61 4 2.479e-01 2.443e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
26.71 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
26.71 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.71 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.71 4 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
26.81 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
26.81 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.81 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.81 4 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
26.91 1 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
26.91 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.91 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
26.91 4 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
27.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
27.01 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.01 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.01 4 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
27.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
27.11 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.11 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.11 4 2.479e-01 2.442e-05 1.032e-05 5.457e-10 1.080e-14 5.170e-10 
27.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
27.21 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.21 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.21 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
27.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
27.31 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.31 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.31 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
27.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
27.41 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.41 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.41 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
27.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
27.51 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.51 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.51 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
27.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
27.61 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.61 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.61 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
27.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
27.71 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.71 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.71 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
27.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
27.81 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.81 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.81 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.170e-10 
27.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
27.91 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.91 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
27.91 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.01 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.01 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.01 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.11 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.11 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.11 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.21 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.21 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.21 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.31 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.31 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.31 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.41 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.41 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.41 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.51 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.51 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.51 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.61 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.61 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.61 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.71 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.71 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.71 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.81 2 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.81 3 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.079e-14 5.171e-10 
28.81 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
28.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
28.91 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
29.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.01 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.01 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.01 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
29.11 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.11 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.11 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.11 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
29.21 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.21 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.21 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.21 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
29.31 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.31 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.31 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.31 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
29.41 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.41 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.41 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.41 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
29.51 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.51 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.51 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.51 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
29.61 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.61 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.61 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.61 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
29.71 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.71 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.71 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.71 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
29.81 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.81 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.81 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.81 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
29.91 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.91 2 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.91 3 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
29.91 4 2.479e-01 2.442e-05 1.032e-05 5.458e-10 1.080e-14 5.171e-10 
30.01 1 2.479e-01 2.442e-05 1.032e-05 5.459e-10 1.079e-14 5.171e-10 
